"total_steps","common_active_calories","floors_ascended","max_heart_rate","min_avg_heart_rate","average_stress","resting_heart_rate","max_stress","abnormalhr_alerts_count","max_avg_heart_rate","total_steps_goal","user_floors_ascended_goal","moderate_intensity_minutes","total_calories","bodybattery_charged","floors_descended","bmr_calories","food_calories_remaining","common_total_calories","average_steps","vigorous_intensity_minutes","total_distance","common_total_distance","active_calories","food_calories_consumed","id","athlete_id","calendar_date","user_intensity_goal","min_heart_rate","body_battery_drained","sleep_duration"
14382,nan,34,153,40,16,42,88,0,152,nan,10,6,2670,60,31,1903,81,2670,0,56,15042,15042,767,2589,163,1,"2022-06-05",150,39,63,27000
14946,nan,34,150,41,18,44,83,0,150,nan,10,1,2749,28,29,1897,-109.0,2749,0,69,17025,17025,852,2858,164,1,"2022-06-04",150,41,69,22440
17134,nan,149,162,45,22,49,84,0,158,nan,10,2,2782,58,138,1897,-1132.0,2782,0,63,16361,16361,885,3914,165,1,"2022-06-03",150,44,46,25500
16895,nan,174,165,40,19,47,87,0,165,nan,10,2,2788,52,162,1897,274,2788,0,62,16274,16274,891,2514,166,1,"2022-06-02",150,40,62,23640
16430,nan,41,160,41,20,45,88,0,159,nan,10,4,2740,68,50,1897,-230.0,2740,0,61,17213,17213,843,2970,167,1,"2022-06-01",150,40,57,21600
17892,nan,40,148,40,13,41,96,0,148,nan,10,5,2661,61,41,1899,-744.0,2661,0,65,17743,17743,762,3405,168,1,"2022-05-31",150,38,60,26220
7728,nan,25,123,39,14,43,81,0,122,nan,10,65,2456,54,14,1905,-923.0,2456,0,0,6217,8851,551,3379,169,1,"2022-05-30",150,36,69,22140
10342,nan,12,149,40,25,48,100,0,148,nan,10,79,2142,50,6,1906,118,3040,0,58,8707,56754,236,2922,170,1,"2022-05-29",150,39,53,24720
6848,nan,22,160,38,22,45,99,0,157,nan,10,38,1980,69,18,1895,-494.0,3272,0,99,5778,59937,85,3766,171,1,"2022-05-28",150,37,48,26580
15929,nan,144,161,44,24,47,96,0,160,nan,10,5,2743,58,139,1904,-274.0,2743,0,60,14484,14484,839,3017,173,1,"2022-05-26",150,44,55,23940
16125,nan,23,143,41,18,44,92,0,142,nan,10,4,2687,58,20,1904,-572.0,2687,0,63,16720,16720,783,3259,174,1,"2022-05-25",150,39,56,24540
15219,nan,15,150,38,15,41,81,0,148,nan,10,3,2723,62,20,1893,-362.0,2723,0,68,16188,16188,830,3085,175,1,"2022-05-24",150,38,43,27600
9247,nan,22,123,37,13,45,85,0,119,nan,10,61,2468,50,13,1911,-281.0,2468,0,1,7439,9890,557,2749,176,1,"2022-05-23",150,36,63,24780
3308,nan,8,151,39,23,45,99,0,148,nan,10,106,2037,65,4,1897,-262.0,3264,0,49,2676,69679,140,3527,177,1,"2022-05-22",150,38,70,29640
29727,nan,125,150,39,21,45,79,0,149,nan,10,2,3112,44,124,1897,-357.0,3112,0,80,27232,27232,1215,3469,178,1,"2022-05-21",150,37,51,27480
5326,nan,11,153,38,20,43,99,0,151,nan,10,75,2016,71,6,1897,372,3002,0,38,4319,61238,119,2631,179,1,"2022-05-20",150,36,58,29220
20111,nan,174,162,40,19,46,86,0,160,nan,10,6,2816,61,167,1899,-543.0,2816,0,75,17164,17164,917,3359,180,1,"2022-05-19",150,38,64,24000
18098,nan,162,155,42,18,46,78,0,154,nan,10,11,2768,55,167,1899,111,2768,0,67,15802,15802,869,2657,181,1,"2022-05-18",150,41,62,24840
16543,nan,35,141,42,15,42,75,0,140,nan,10,2,2701,64,30,1899,-534.0,2701,0,68,16813,16813,802,3235,182,1,"2022-05-17",150,40,43,24120
14710,nan,38,84,38,15,41,73,0,84,nan,10,0,1993,36,14,1900,-913.0,1993,0,0,11780,11780,93,2906,183,1,"2022-05-16",150,37,60,24420
6034,nan,18,170,43,21,44,100,0,170,nan,10,56,1961,65,14,1888,299,3059,0,70,4851,69503,73,2760,184,1,"2022-05-15",150,42,58,26400
4323,nan,15,145,42,25,45,100,0,142,nan,10,116,2011,69,6,1886,-730.0,3207,0,39,3537,84302,125,3937,185,1,"2022-05-14",150,42,67,28020
16131,nan,127,159,42,17,43,83,0,156,nan,10,8,2661,66,124,1898,-181.0,2661,0,63,14066,14066,763,2842,186,1,"2022-05-13",150,41,60,26040
15720,nan,122,158,41,19,48,81,0,157,nan,10,8,2692,40,123,1898,-54.0,2692,0,66,13604,13604,794,2746,187,1,"2022-05-12",150,40,50,24060
16442,nan,25,166,38,17,44,75,0,164,nan,10,8,2705,63,19,1898,-157.0,2705,0,60,16598,16598,807,2862,188,1,"2022-05-11",150,37,45,26580
15576,nan,34,142,40,14,43,78,0,141,nan,10,4,2624,57,29,1901,-33.0,2624,0,58,15676,15676,723,2657,189,1,"2022-05-10",150,39,73,26100
9651,nan,24,120,40,16,45,77,0,120,nan,10,64,2453,44,16,1904,-298.0,2453,0,0,7772,10310,549,2751,190,1,"2022-05-09",150,36,61,24840
17593,nan,23,154,44,19,46,88,0,153,nan,10,3,2703,62,21,1895,-879.0,2703,0,58,16913,16913,808,3582,191,1,"2022-05-08",150,43,60,25320
12505,nan,32,158,39,18,42,87,0,157,nan,10,5,2507,62,36,1893,-470.0,2507,0,50,11254,11254,614,2977,192,1,"2022-05-07",150,36,48,26640
14610,nan,38,139,40,15,42,64,0,139,nan,10,1,2573,49,33,1895,657,2573,0,61,14852,14852,678,1916,193,1,"2022-05-06",150,39,61,25920
6869,nan,29,114,40,14,42,78,0,92,nan,10,0,1965,49,7,1899,-659.0,1965,0,0,5537,5537,66,2624,194,1,"2022-05-05",150,38,52,22620
4249,nan,15,118,44,22,46,98,0,118,nan,10,1,2013,32,8,1903,-682.0,2013,0,8,3403,3403,110,2695,195,1,"2022-05-04",150,42,53,20100
11817,nan,25,152,43,25,44,99,0,151,nan,10,116,2285,81,16,1903,589,3232,0,57,9403,51823,382,2643,196,1,"2022-05-03",150,43,42,29160
8290,nan,14,112,42,15,44,79,0,110,nan,10,61,2447,50,10,1903,-1047.0,2447,0,0,6676,9226,544,3494,197,1,"2022-05-02",150,40,74,26520
14306,nan,39,152,43,21,46,100,0,152,nan,10,96,2340,72,25,1908,780,3239,0,68,11834,54701,432,2459,198,1,"2022-05-01",150,42,67,25500
22344,nan,65,146,43,20,47,78,0,145,nan,10,61,2941,49,61,1898,-215.0,2941,0,63,21537,21537,1043,3156,199,1,"2022-04-30",150,42,66,26040
13555,nan,36,168,47,25,49,100,0,167,nan,10,86,2340,69,33,1895,492,3374,0,76,11244,53653,445,2882,200,1,"2022-04-29",150,45,60,26880
24176,nan,183,166,45,24,49,87,0,166,nan,10,35,3166,31,181,1901,457,3166,0,91,20149,20149,1265,2709,201,1,"2022-04-28",150,44,52,23520
23659,nan,182,163,48,30,51,91,0,163,nan,10,52,3108,57,175,1901,352,3108,0,79,19338,19338,1207,2756,202,1,"2022-04-27",150,46,28,22980
18276,nan,43,150,40,19,44,89,0,149,nan,10,12,2630,66,42,1901,-681.0,2630,0,47,16380,16380,729,3311,203,1,"2022-04-26",150,40,59,25440
16040,nan,18,92,42,18,45,80,0,91,nan,10,61,2372,62,13,1910,-739.0,2372,0,0,13031,13031,462,3111,204,1,"2022-04-25",150,38,61,28320
14037,nan,25,92,41,17,45,75,0,89,nan,10,64,2252,55,19,1905,-1416.0,2252,0,0,11548,11548,347,3668,205,1,"2022-04-24",150,38,51,25140
11571,nan,24,92,41,15,45,77,0,90,nan,10,60,2220,51,18,1905,-933.0,2220,0,0,9492,9492,315,3153,206,1,"2022-04-23",150,40,57,26880
14582,nan,19,89,37,15,43,72,0,86,nan,10,52,2221,59,18,1901,-879.0,2221,0,0,11930,11930,320,3100,207,1,"2022-04-22",150,34,60,27240
10779,nan,25,107,37,18,46,71,0,105,nan,10,58,2216,43,18,1909,-513.0,2216,0,0,8852,8852,307,2729,208,1,"2022-04-21",150,36,53,22620
7294,nan,11,107,37,14,46,96,0,107,nan,10,0,2016,33,5,1904,-2015.0,2016,0,0,5864,5864,112,4031,210,1,"2022-04-19",150,37,66,25980
9561,nan,16,146,39,20,42,88,0,144,nan,10,48,3502,51,11,1910,-596.0,3502,0,119,7141,68128,1592,4098,211,1,"2022-04-18",150,38,70,24480
23460,nan,48,148,41,24,44,85,0,148,nan,10,65,2986,77,41,1894,-1055.0,2986,0,65,23262,23262,1092,4041,212,1,"2022-04-17",150,39,71,24900
21738,nan,29,140,46,19,49,66,0,137,nan,10,38,2930,54,28,1898,-571.0,2930,0,74,21399,21399,1032,3501,213,1,"2022-04-16",150,45,63,23880
13465,nan,22,155,48,29,51,99,0,153,nan,10,116,2370,55,24,1895,-2.0,3301,0,65,10760,53497,475,3303,214,1,"2022-04-15",150,48,48,23460
12998,nan,69,154,38,23,43,99,0,151,nan,10,109,2380,49,58,1900,86,3209,0,65,10068,23535,480,3123,215,1,"2022-04-14",150,35,48,24480
23483,nan,175,160,43,23,48,95,0,159,nan,10,51,3078,55,171,1900,368,3078,0,78,19131,19131,1178,2710,216,1,"2022-04-13",150,42,51,27000
11518,nan,72,144,35,19,45,96,0,144,nan,10,91,2280,62,82,1900,223,3062,0,53,8698,22289,380,2839,217,1,"2022-04-12",150,34,39,22320
12418,nan,24,99,39,12,43,90,0,99,nan,10,48,2166,49,20,1900,-722.0,2166,0,0,9628,9628,266,2888,218,1,"2022-04-11",150,35,59,25020
24748,nan,39,144,38,17,42,84,0,144,nan,10,22,2909,54,41,1905,188,2909,0,66,24449,24449,1004,2721,219,1,"2022-04-10",150,37,66,25200
12168,nan,14,141,41,21,46,91,0,139,nan,10,47,2900,57,16,1895,-313.0,2900,0,74,9851,52802,1005,3213,220,1,"2022-04-09",150,41,61,27900
22252,nan,23,151,40,23,44,92,0,151,nan,10,57,2912,74,18,1883,-52.0,2912,0,56,21392,21392,1029,2964,221,1,"2022-04-08",150,39,63,27540
12613,nan,62,159,44,20,45,99,0,158,nan,10,100,2312,55,55,1904,55,3204,0,48,9849,23322,408,3149,222,1,"2022-04-07",150,42,54,29820
11592,nan,67,159,43,21,49,86,0,159,nan,10,65,2232,49,59,1904,384,3145,0,74,8965,22585,328,2761,223,1,"2022-04-06",150,42,56,24480
10162,nan,11,147,34,15,46,72,0,146,nan,10,52,2959,57,10,1905,-98.0,2959,0,81,7643,50310,1054,3057,225,1,"2022-04-04",150,33,68,25500
21145,nan,28,141,38,18,41,87,0,140,nan,10,64,2861,46,37,1904,-292.0,2861,0,57,19737,19737,957,3153,226,1,"2022-04-03",150,37,69,25800
12678,nan,15,149,43,27,46,94,0,147,nan,10,90,3208,73,14,1894,-35.0,3208,0,88,9511,62247,1314,3243,227,1,"2022-04-02",150,42,41,25860
15901,nan,27,111,38,14,42,75,0,105,nan,10,59,2212,56,25,1893,-1174.0,2212,0,1,11779,11779,319,3386,228,1,"2022-04-01",150,37,70,27840
27219,nan,46,150,41,17,44,78,0,149,nan,10,79,3110,67,42,1893,-495.0,3110,0,69,25747,25747,1217,3605,229,1,"2022-03-31",150,40,58,25080
15322,nan,28,145,44,21,45,99,0,144,nan,10,137,2384,68,19,1894,-1065.0,3210,0,62,11597,54390,490,4275,230,1,"2022-03-30",150,42,75,28080
24681,nan,37,150,42,18,44,97,0,149,nan,10,79,3097,72,40,1897,-568.0,3097,0,66,24097,24097,1200,3665,231,1,"2022-03-29",150,41,76,27480
11277,nan,12,134,41,25,44,100,0,133,nan,10,133,2269,66,11,1894,-141.0,2966,0,25,8816,51546,375,3108,232,1,"2022-03-28",150,40,59,24900
16454,nan,30,147,44,18,48,63,0,146,nan,10,2,2690,51,27,1886,-392.0,2690,0,62,17821,17821,804,3082,233,1,"2022-03-27",150,42,65,27180
6112,nan,13,152,38,24,44,99,0,151,nan,10,50,1967,63,8,1894,-80.0,2976,0,74,5080,52896,73,3056,234,1,"2022-03-26",150,37,47,27840
15925,nan,27,152,41,15,44,75,0,152,nan,10,1,2641,58,26,1881,-633.0,2641,0,54,16632,16632,760,3274,235,1,"2022-03-25",150,37,69,26460
11081,nan,43,161,45,23,51,81,0,158,nan,10,15,2908,41,34,1882,275,2908,0,74,8940,24352,1026,2633,236,1,"2022-03-24",150,43,48,23880
7462,nan,23,151,40,26,46,99,0,148,nan,10,73,2125,68,7,1882,154,2882,0,54,6117,44029,243,2728,237,1,"2022-03-23",150,38,56,25440
16585,nan,19,159,41,20,47,86,0,158,nan,10,0,2744,57,13,1887,20,2744,0,58,17531,17531,857,2724,238,1,"2022-03-22",150,40,60,26820
6578,nan,11,155,41,20,43,99,0,150,nan,10,24,2044,66,8,1883,117,3033,0,85,5443,46509,161,2916,239,1,"2022-03-21",150,41,47,25860
5513,nan,7,91,42,17,45,72,0,91,nan,10,0,1979,30,3,1883,-793.0,1979,0,0,4461,4461,96,2772,240,1,"2022-03-20",150,41,65,25500
5614,nan,9,148,43,29,45,100,0,146,nan,10,46,1995,78,6,1889,-106.0,2876,0,66,4806,45772,106,2982,241,1,"2022-03-19",150,42,54,25920
17371,nan,22,147,41,18,44,88,0,147,nan,10,1,2793,55,21,1887,31,2793,0,68,19284,19284,906,2762,242,1,"2022-03-18",150,39,64,24720
4393,nan,6,146,41,17,42,92,0,141,nan,10,2,3276,69,6,1887,248,3276,0,123,3687,88052,1389,3028,243,1,"2022-03-17",150,39,45,25800
7088,nan,26,90,39,15,44,69,0,89,nan,10,0,1958,32,8,1887,-620.0,1958,0,0,5676,5676,71,2578,244,1,"2022-03-16",150,37,55,30780
11743,nan,81,157,42,22,50,100,0,155,nan,10,47,2157,50,60,1887,-8.0,2990,0,68,8939,22658,270,2998,245,1,"2022-03-15",150,40,52,24900
18999,nan,44,136,41,18,44,90,0,135,nan,10,72,2638,68,49,1887,-589.0,2638,0,18,14992,17039,751,3227,246,1,"2022-03-14",150,40,64,24420
13179,nan,25,149,41,21,46,99,0,147,nan,10,80,2093,55,12,1884,-663.0,2990,0,61,10195,53083,209,3653,247,1,"2022-03-13",150,40,61,25140
15008,nan,15,146,41,21,44,99,0,145,nan,10,111,2356,73,20,1877,-1243.0,3121,0,57,11717,50122,479,4364,248,1,"2022-03-12",150,39,57,23220
19835,nan,24,144,44,20,46,99,0,141,nan,10,60,2801,54,24,1881,-829.0,2801,0,48,15697,53257,920,3630,249,1,"2022-03-11",150,43,60,25440
27804,nan,40,149,38,18,43,90,0,148,nan,10,22,2976,75,38,1881,-1015.0,2976,0,72,28151,28151,1095,3991,250,1,"2022-03-10",150,38,70,27000
26764,nan,59,147,41,18,44,81,0,146,nan,10,45,3074,68,59,1882,-623.0,3074,0,76,26388,26388,1192,3697,251,1,"2022-03-09",150,40,68,27180
14522,nan,30,169,37,15,42,85,0,167,nan,10,25,3141,65,22,1887,-280.0,3141,0,89,11142,56852,1254,3421,252,1,"2022-03-08",150,37,53,28920
8133,nan,16,130,41,16,45,63,0,130,nan,10,40,2435,55,13,1880,123,2435,0,24,6535,9135,555,2312,253,1,"2022-03-07",150,39,73,27840
11376,nan,21,99,44,22,45,91,0,98,nan,10,46,3449,60,15,1875,938,3449,0,0,8985,66086,1574,2511,254,1,"2022-03-06",150,43,63,26280
26380,nan,41,152,40,19,42,88,0,151,nan,10,30,3095,70,41,1877,-269.0,3095,0,83,26502,26502,1218,3364,255,1,"2022-03-05",150,38,64,24840
16637,nan,37,121,40,18,41,85,0,120,nan,10,61,2560,66,14,1877,-775.0,2560,0,22,13104,15421,683,3335,256,1,"2022-03-04",150,39,54,25920
16469,nan,20,147,40,14,42,86,0,147,nan,10,53,2468,55,28,1877,-1240.0,2468,0,17,13021,14930,591,3708,257,1,"2022-03-03",150,39,72,25920
23501,nan,31,154,41,22,47,80,0,154,nan,10,53,2918,59,33,1887,-959.0,2918,0,63,22105,22105,1031,3877,258,1,"2022-03-02",150,40,57,26040
24874,nan,30,150,43,21,45,87,0,148,nan,10,36,2859,68,36,1872,-911.0,2859,0,63,23711,23711,987,3770,259,1,"2022-03-01",150,42,47,25260
8767,nan,14,117,41,13,43,72,0,117,nan,10,75,2492,55,8,1871,-848.0,2492,0,0,7056,10042,621,3340,260,1,"2022-02-28",150,39,64,27180
10946,nan,18,160,41,18,45,89,0,159,nan,10,39,3427,66,16,1872,250,3427,0,121,8446,83255,1555,3177,262,1,"2022-02-26",150,41,81,24180
13974,nan,23,155,44,24,45,91,0,153,nan,10,50,3392,76,13,1872,-182.0,3392,0,120,10950,66373,1520,3574,263,1,"2022-02-25",150,44,70,22320
21048,nan,17,114,47,25,52,84,0,110,nan,10,65,2413,32,16,1871,-1055.0,2413,0,1,16838,16838,542,3468,264,1,"2022-02-24",150,45,41,19500
15170,nan,16,159,41,27,46,94,0,158,nan,10,24,2952,69,19,1867,-99.0,2952,0,76,11962,50897,1085,3051,265,1,"2022-02-23",150,40,56,23700
22368,nan,39,162,41,19,42,94,0,160,nan,10,30,2839,70,23,1865,-614.0,2839,0,63,21527,21527,974,3453,266,1,"2022-02-22",150,40,50,25620
9086,nan,17,133,41,17,46,87,0,131,nan,10,88,2672,51,9,1878,-429.0,2672,0,11,7385,11206,794,3101,267,1,"2022-02-21",150,39,65,25500
13451,nan,23,158,41,19,45,93,0,158,nan,10,44,3150,68,39,1871,-428.0,3150,0,93,10531,55096,1279,3578,268,1,"2022-02-20",150,41,59,25740
22389,nan,30,143,42,18,46,81,0,143,nan,10,51,2866,64,29,1873,-419.0,2866,0,61,21433,21433,993,3285,269,1,"2022-02-19",150,41,68,25920
15895,nan,17,158,41,17,44,81,0,158,nan,10,53,3187,62,20,1870,-295.0,3187,0,82,12439,56962,1317,3482,270,1,"2022-02-18",150,40,68,23160
22353,nan,31,148,43,20,46,84,0,148,nan,10,13,2680,62,25,1871,-769.0,2680,0,52,20812,20812,809,3449,271,1,"2022-02-17",150,42,67,24780
20669,nan,27,156,45,24,47,94,0,152,nan,10,44,2841,63,40,1869,153,2841,0,61,20066,20066,972,2688,272,1,"2022-02-16",150,44,63,24780
21274,nan,41,158,42,22,44,90,0,158,nan,10,29,2708,69,32,1858,-342.0,2708,0,55,20466,20466,850,3050,273,1,"2022-02-15",150,42,55,24180
7491,nan,22,88,32,18,48,81,0,87,nan,10,0,1930,53,20,1862,-332.0,1930,0,0,6077,6077,68,2262,274,1,"2022-02-14",150,31,41,19860
10154,nan,20,107,43,17,47,72,0,104,nan,10,43,2076,37,25,1861,-632.0,2076,0,0,8003,8003,215,2708,275,1,"2022-02-13",150,42,67,25980
23211,nan,45,164,44,28,46,94,0,164,nan,10,48,2940,75,37,1865,128,2940,0,54,21969,21969,1075,2812,277,1,"2022-02-11",150,44,50,25920
23876,nan,40,156,41,20,46,81,0,156,nan,10,42,2792,64,34,1867,-227.0,2792,0,55,22665,22665,925,3019,278,1,"2022-02-10",150,36,65,26940
22337,nan,25,145,39,21,48,77,0,143,nan,10,44,2724,57,40,1875,-348.0,2724,0,54,21484,21484,849,3072,279,1,"2022-02-09",150,36,58,23100
21961,nan,26,146,45,19,46,81,0,145,nan,10,34,2684,64,38,1878,-1008.0,2684,0,52,21168,21168,806,3692,280,1,"2022-02-08",150,44,62,26160
6666,nan,13,123,43,18,47,89,0,120,nan,10,66,2431,42,6,1876,-1185.0,2431,0,0,5338,7988,555,3616,281,1,"2022-02-07",150,40,52,21240
20098,nan,29,154,42,21,47,85,0,152,nan,10,34,2692,58,26,1870,-967.0,2692,0,52,19080,19080,822,3659,282,1,"2022-02-06",150,40,57,23700
19887,nan,24,157,39,21,46,81,0,157,nan,10,15,2716,58,22,1855,-597.0,2716,0,57,18638,18638,861,3313,283,1,"2022-02-05",150,39,62,22440
20704,nan,100,162,42,25,46,94,0,161,nan,10,37,2714,66,136,1858,-653.0,2714,0,50,20024,20024,856,3367,284,1,"2022-02-04",150,41,52,25860
18093,nan,48,156,41,14,43,81,0,156,nan,10,31,2541,52,30,1860,-442.0,2541,0,42,18104,18104,681,2983,285,1,"2022-02-03",150,39,59,28800
12795,nan,56,147,37,16,42,80,0,146,nan,10,14,2788,62,32,1864,-388.0,2788,0,74,9740,46692,924,3176,286,1,"2022-02-02",150,37,72,26160
12373,nan,19,141,36,16,46,86,0,139,nan,10,24,2935,53,46,1870,-14.0,2935,0,74,9628,48915,1065,2949,287,1,"2022-02-01",150,34,68,21840
12392,nan,18,163,46,22,47,99,0,159,nan,10,24,2852,57,16,1869,-248.0,2852,0,65,9576,44049,983,3100,288,1,"2022-01-31",150,44,53,23160
10176,nan,18,161,39,16,43,86,0,158,nan,10,20,2886,66,16,1869,-116.0,2886,0,70,7984,46944,1017,3002,289,1,"2022-01-30",150,39,52,25860
10766,nan,20,141,44,21,46,85,0,141,nan,10,43,2896,34,20,1867,17,2896,0,74,8242,43065,1029,2879,290,1,"2022-01-29",150,42,52,19980
12670,nan,24,149,44,23,49,78,0,149,nan,10,25,2944,44,21,1867,-1144.0,2944,0,76,9778,49338,1077,4088,291,1,"2022-01-28",150,44,40,22020
10997,nan,28,164,44,20,47,77,0,157,nan,10,33,2872,53,30,1873,-1207.0,2872,0,71,8712,44378,999,4079,292,1,"2022-01-27",150,42,53,25320
10644,nan,20,155,44,22,44,85,0,154,nan,10,36,3483,73,19,1864,-159.0,3483,0,130,8137,69818,1619,3642,293,1,"2022-01-26",150,43,62,24060
10620,nan,20,112,42,19,47,75,0,104,nan,10,14,2041,42,20,1864,-1272.0,2041,0,1,8343,8343,177,3313,294,1,"2022-01-25",150,40,50,23940
11962,nan,21,145,42,18,45,76,0,145,nan,10,23,2851,58,21,1859,-1268.0,2851,0,74,9544,46660,992,4119,295,1,"2022-01-24",150,41,63,23280
12020,nan,17,150,45,21,46,87,0,149,nan,10,26,2828,52,33,1858,-679.0,2828,0,71,9065,44616,970,3507,296,1,"2022-01-23",150,44,51,22020
10980,nan,20,150,45,21,47,91,0,149,nan,10,30,2869,54,19,1862,-996.0,2869,0,74,8540,43814,1007,3865,297,1,"2022-01-22",150,44,51,23640
11475,nan,19,160,45,23,47,85,0,156,nan,10,6,2756,62,18,1851,-1313.0,2756,0,71,8864,44625,905,4069,298,1,"2022-01-21",150,44,57,26100
10565,nan,31,202,38,17,42,75,0,170,nan,10,27,2834,71,18,1858,-337.0,2834,0,74,8264,41212,976,3171,299,1,"2022-01-20",150,36,66,26400
10705,nan,40,173,43,20,45,82,0,171,nan,10,43,2898,63,38,1845,-418.0,2898,0,73,8235,41751,1053,3316,300,1,"2022-01-19",150,42,61,26220
9197,nan,14,165,44,20,47,83,0,165,nan,10,18,2818,59,15,1845,-1079.0,2818,0,68,7209,43370,973,3897,301,1,"2022-01-18",150,44,55,26880
10479,nan,24,166,40,15,43,90,0,166,nan,10,12,2726,63,20,1851,-902.0,2726,0,69,8117,43350,875,3628,302,1,"2022-01-17",150,39,65,27660
10673,nan,28,137,42,16,43,83,0,133,nan,10,5,2671,60,16,1855,-497.0,2671,0,71,8340,44734,816,3168,303,1,"2022-01-16",150,41,65,24840
10000,nan,24,165,44,22,47,85,0,162,nan,10,20,2928,42,22,1850,-390.0,2928,0,82,7738,48787,1078,3318,304,1,"2022-01-15",150,44,50,26460
11979,nan,21,159,44,20,46,86,0,159,nan,10,19,2845,72,30,1843,-375.0,2845,0,72,9458,45623,1002,3220,305,1,"2022-01-14",150,43,55,28620
10132,nan,24,170,40,20,46,83,0,170,nan,10,14,2902,58,22,1848,-579.0,2902,0,79,8024,48082,1054,3481,306,1,"2022-01-13",150,39,63,29100
13003,nan,19,167,44,18,45,82,0,165,nan,10,5,2845,63,18,1847,-712.0,2845,0,74,10523,47333,998,3557,307,1,"2022-01-12",150,43,73,24540
10210,nan,31,174,45,21,47,88,0,172,nan,10,20,2827,63,20,1853,-751.0,2827,0,69,7970,41408,974,3578,308,1,"2022-01-11",150,43,65,23040
6992,nan,17,168,46,26,47,84,0,167,nan,10,22,2747,56,12,1840,117,2747,0,69,5548,42114,907,2630,309,1,"2022-01-10",150,45,56,25980
8228,nan,18,160,41,27,42,100,0,160,nan,10,53,2133,77,13,1848,-437.0,2777,0,27,6420,42285,285,3214,310,1,"2022-01-09",150,37,52,26340
7706,nan,16,122,39,15,43,77,0,121,nan,10,57,2265,58,16,1859,-261.0,2265,0,2,6228,6228,406,2526,311,1,"2022-01-08",150,38,72,25260
10176,nan,26,123,41,19,43,84,0,120,nan,10,59,2327,63,18,1859,-576.0,2327,0,0,8271,8271,468,2903,312,1,"2022-01-07",150,40,67,24000
8100,nan,31,121,45,23,46,87,0,120,nan,10,61,2269,62,25,1860,-251.0,2269,0,0,6613,6613,409,2520,314,1,"2022-01-05",150,44,46,21060
6248,nan,17,94,41,17,43,85,0,90,nan,10,0,1917,58,9,1858,-580.0,1917,0,0,5070,5070,59,2497,315,1,"2022-01-04",150,41,68,27780
10103,nan,40,107,46,21,48,81,0,107,nan,10,0,2001,45,28,1853,-639.0,2001,0,0,8116,8116,148,2640,316,1,"2022-01-03",150,45,49,23160
7584,nan,16,103,45,21,47,93,0,101,nan,10,0,1944,60,11,1859,-210.0,1944,0,0,6159,6159,85,2154,317,1,"2022-01-02",150,44,55,20880
10408,nan,19,122,44,23,49,75,0,120,nan,10,64,2323,36,18,1859,-525.0,2323,0,0,8415,10648,464,2848,318,1,"2022-01-01",150,43,50,23400
11075,nan,34,163,46,29,50,94,0,161,nan,10,63,1985,56,23,1865,-399.0,3056,0,88,9295,36818,120,3455,319,1,"2021-12-31",150,46,41,27060
18078,nan,51,159,39,25,47,78,0,153,nan,10,2,2683,43,52,1865,-1228.0,2683,0,58,17832,17832,818,3911,320,1,"2021-12-30",150,39,45,26100
13930,nan,47,169,43,21,47,100,0,164,nan,10,49,2992,63,38,1865,203,2992,0,75,11451,37637,1127,2789,321,1,"2021-12-29",150,41,61,27180
18778,nan,53,174,39,23,45,93,0,174,nan,10,3,3002,48,50,1865,414,3002,0,76,20582,20582,1137,2588,322,1,"2021-12-28",150,38,58,26520
5795,nan,11,166,47,27,52,99,0,165,nan,10,67,1973,46,10,1865,154,3035,0,72,4798,33378,108,2881,323,1,"2021-12-27",150,46,34,25920
23496,nan,53,162,46,19,48,78,0,160,nan,10,1,2833,56,51,1865,-6.0,2833,0,75,23993,23993,968,2839,324,1,"2021-12-26",150,45,59,31320
5386,nan,8,166,40,22,43,100,0,165,nan,10,50,1917,66,2,1865,277,2762,0,62,4597,26364,52,2485,325,1,"2021-12-25",150,38,65,32340
12198,nan,31,91,42,20,48,75,0,90,nan,10,0,1919,44,27,1865,-1277.0,1919,0,0,9789,9789,54,3196,326,1,"2021-12-24",150,40,43,19740
8999,nan,22,154,42,20,43,100,0,150,nan,10,41,1976,58,12,1864,39,2554,0,39,7249,42857,112,2515,327,1,"2021-12-23",150,42,64,26880
13560,nan,22,138,42,23,48,87,0,137,nan,10,61,2756,60,14,1864,7,2756,0,33,12088,14542,892,2749,329,1,"2021-12-21",150,41,62,24660
17351,nan,30,174,42,22,45,84,0,172,nan,10,68,3223,64,32,1870,787,3223,0,65,18012,20755,1353,2436,330,1,"2021-12-20",150,42,55,22980
7865,nan,5,162,43,23,44,99,0,161,nan,10,47,1965,65,6,1872,-269.0,2717,0,53,6345,54949,93,2986,331,1,"2021-12-19",150,42,64,25500
16577,nan,43,175,39,25,44,93,0,175,nan,10,6,2791,72,38,1872,-352.0,2791,0,62,16966,16966,919,3143,332,1,"2021-12-18",150,39,62,27600
15948,nan,9,157,40,19,43,90,0,156,nan,10,2,2376,63,6,1870,-199.0,2376,0,40,14135,14135,506,2575,333,1,"2021-12-17",150,39,81,28740
22369,nan,134,167,43,26,48,87,0,167,nan,10,8,2761,49,126,1897,-291.0,2761,0,72,18679,18679,864,3052,334,1,"2021-12-16",150,42,48,24720
22071,nan,125,166,42,21,43,90,0,166,nan,10,9,2789,72,150,1897,610,2789,0,77,18444,18444,892,2179,335,1,"2021-12-15",150,41,45,22260
