"total_steps","common_active_calories","floors_ascended","max_heart_rate","min_avg_heart_rate","average_stress","resting_heart_rate","max_stress","abnormalhr_alerts_count","max_avg_heart_rate","total_steps_goal","user_floors_ascended_goal","moderate_intensity_minutes","total_calories","bodybattery_charged","floors_descended","bmr_calories","food_calories_remaining","common_total_calories","average_steps","vigorous_intensity_minutes","total_distance","common_total_distance","active_calories","food_calories_consumed","id","athlete_id","calendar_date","user_intensity_goal","min_heart_rate","body_battery_drained","sleep_duration"
7407,nan,0,143,39,0,38,0,0,131,nan,10,25,2241,0,0,1875,3096,3096,0,73,6045,60065,366,nan,2804,1,"2018-02-08",150,38,0,24480
5087,nan,0,105,42,0,57,0,0,94,nan,10,0,2121,0,0,1875,2121,2121,0,0,4083,4083,246,nan,2805,1,"2018-02-07",150,42,0,26220
5421,nan,0,131,43,0,42,0,0,125,nan,10,13,2624,0,0,1875,3316,3316,0,48,6637,46792,749,nan,2806,1,"2018-02-06",150,42,0,25020
17900,nan,0,149,38,0,53,0,0,145,nan,10,3,3546,0,0,1875,3546,3546,0,94,21067,21067,1671,nan,2807,1,"2018-02-05",150,37,0,27900
3145,nan,0,154,46,0,46,0,0,148,nan,10,33,2274,0,0,1875,3395,3395,0,113,2689,72929,399,nan,2808,1,"2018-02-04",150,46,0,24467
6310,nan,0,165,40,0,55,0,0,164,nan,10,8,2003,0,0,1875,2643,2643,0,147,6466,40607,128,nan,2809,1,"2018-02-03",150,40,0,24540
20550,nan,0,163,31,0,45,0,0,163,nan,10,3,3463,0,0,1875,3463,3463,0,91,24532,24532,1588,nan,2810,1,"2018-02-02",150,31,0,27000
5084,nan,0,110,40,0,48,0,0,110,nan,10,0,2106,0,0,1875,2106,2106,0,0,4110,4110,231,nan,2811,1,"2018-02-01",150,40,0,26040
21336,nan,0,140,38,0,43,0,0,140,nan,10,3,3407,0,0,1875,3407,3407,0,71,24372,24372,1532,nan,2812,1,"2018-01-31",150,38,0,28440
4278,nan,0,113,40,0,40,0,0,113,nan,10,0,2003,0,0,1875,2003,2003,0,0,3454,3454,128,nan,2813,1,"2018-01-30",150,40,0,18960
18249,nan,0,154,42,0,51,0,0,154,nan,10,2,3326,0,0,1875,3326,3326,0,66,20755,20755,1451,nan,2814,1,"2018-01-29",150,42,0,25020
3735,nan,0,164,43,0,43,0,0,164,nan,10,32,2136,0,0,1875,3453,3453,0,81,3335,85690,261,nan,2815,1,"2018-01-28",150,43,0,24060
3008,nan,0,162,47,0,52,0,0,162,nan,10,25,2044,0,0,1875,3353,3353,0,118,2613,86176,169,nan,2816,1,"2018-01-27",150,47,0,30060
2706,nan,0,133,45,0,45,0,0,133,nan,10,12,1991,0,0,1875,3090,3090,0,27,2443,72254,116,nan,2817,1,"2018-01-26",150,45,0,24180
17555,nan,0,147,37,0,52,0,0,147,nan,10,1,3340,0,0,1875,3340,3340,0,68,20301,20301,1465,nan,2818,1,"2018-01-25",150,37,0,27480
17454,nan,0,140,31,0,49,0,0,140,nan,10,2,3241,0,0,1875,3241,3241,0,73,20931,20931,1366,nan,2819,1,"2018-01-24",150,31,0,23640
4821,nan,0,111,42,0,47,0,0,111,nan,10,0,2086,0,0,1875,2086,2086,0,0,3872,3872,211,nan,2820,1,"2018-01-23",150,42,0,23880
5569,nan,0,175,38,0,49,0,0,175,nan,10,3,2109,0,0,1875,3041,3041,0,219,5272,97137,234,nan,2821,1,"2018-01-22",150,38,0,24720
12931,nan,0,148,45,0,45,0,0,148,nan,10,4,2733,0,0,1875,2733,2733,0,61,14423,14423,858,nan,2822,1,"2018-01-21",150,45,0,25680
2690,nan,0,165,47,0,57,0,0,165,nan,10,1,2012,0,0,1875,2885,2885,0,160,2471,85722,137,nan,2823,1,"2018-01-20",150,47,0,33660
16242,nan,0,180,40,0,44,0,0,180,nan,10,15,3840,0,0,1875,3840,3840,0,118,20237,20237,1965,nan,2824,1,"2018-01-19",150,40,0,27600
19436,nan,0,144,42,0,52,0,0,144,nan,10,14,3482,0,0,1875,3482,3482,0,86,22433,22433,1607,nan,2825,1,"2018-01-18",150,42,0,24240
6876,nan,0,111,35,0,35,0,0,111,nan,10,0,2293,0,0,1875,2293,2293,0,0,5526,5526,418,nan,2826,1,"2018-01-17",150,35,0,29940
5984,nan,0,156,37,0,50,0,0,156,nan,10,41,2817,0,0,1875,3411,3411,0,117,7046,62547,942,nan,2827,1,"2018-01-16",150,37,0,27960
5391,nan,0,137,42,0,47,0,0,137,nan,10,0,2628,0,0,1875,3088,3088,0,0,6678,46875,753,nan,2828,1,"2018-01-15",150,42,0,33840
13074,nan,0,146,35,0,35,0,0,146,nan,10,0,2628,0,0,1875,2628,2628,0,66,15406,15406,753,nan,2829,1,"2018-01-14",150,35,0,24120
4059,nan,0,166,45,0,53,0,0,166,nan,10,13,2044,0,0,1875,2902,2902,0,112,3676,73004,169,nan,2830,1,"2018-01-13",150,45,0,33780
19110,nan,0,139,40,0,40,0,0,139,nan,10,4,3253,0,0,1875,3253,3253,0,89,21427,21427,1378,nan,2831,1,"2018-01-12",150,40,0,28740
6897,nan,0,167,41,0,53,0,0,167,nan,10,8,2722,0,0,1875,3495,3495,0,137,7698,61729,847,nan,2832,1,"2018-01-11",150,41,0,27960
16676,nan,0,165,39,0,47,0,0,165,nan,10,60,3983,0,0,1875,3983,3983,0,129,20983,20983,2108,nan,2833,1,"2018-01-10",150,39,0,25500
6527,nan,0,174,42,0,52,0,0,174,nan,10,17,2708,0,0,1875,3377,3377,0,136,7889,76721,833,nan,2834,1,"2018-01-09",150,42,0,26940
5961,nan,0,126,40,0,46,0,0,126,nan,10,0,2168,0,0,1875,2168,2168,0,0,4809,4809,293,nan,2835,1,"2018-01-08",150,40,0,21900
11752,nan,0,148,33,0,51,0,0,148,nan,10,2,2429,0,0,1875,2429,2429,0,58,13457,13457,554,nan,2836,1,"2018-01-07",150,33,0,32400
12107,nan,0,137,44,0,47,0,0,137,nan,10,1,2896,0,0,1875,2896,2896,0,44,14214,14214,1021,nan,2837,1,"2018-01-06",150,44,0,29520
17170,nan,0,155,39,0,52,0,0,155,nan,10,6,3615,0,0,1875,3615,3615,0,96,21078,21078,1740,nan,2838,1,"2018-01-05",150,39,0,24900
6376,nan,0,178,42,0,54,0,0,178,nan,10,17,2724,0,0,1875,3176,3176,0,82,7398,48000,849,nan,2839,1,"2018-01-04",150,42,0,25020
26624,nan,0,173,39,0,45,0,0,173,nan,10,33,4671,0,0,1875,4671,4671,0,213,30971,30971,2796,nan,2840,1,"2018-01-03",150,39,0,29880
6966,nan,0,130,42,0,49,0,0,130,nan,10,0,2245,0,0,1875,2245,2245,0,0,5670,5670,370,nan,2841,1,"2018-01-02",150,42,0,27000
3910,nan,0,138,49,0,58,0,0,138,nan,10,3,2908,0,0,1875,2908,2908,0,118,16832,16832,1033,nan,2842,1,"2018-01-01",150,49,0,28800
7515,nan,0,189,50,0,64,0,0,189,nan,10,86,2614,0,0,1881,3563,3563,0,284,6995,32142,733,nan,2843,1,"2017-12-31",150,50,0,32340
4391,nan,0,138,46,0,62,0,0,138,nan,10,0,2189,0,0,1881,2396,2396,0,0,3671,12597,308,nan,2844,1,"2017-12-30",150,46,0,27180
6758,nan,0,167,45,0,49,0,0,167,nan,10,61,2611,0,0,1881,3030,3030,0,137,6584,19875,730,nan,2845,1,"2017-12-29",150,45,0,27480
23038,nan,0,173,45,0,49,0,0,173,nan,10,6,3652,0,0,1881,3652,3652,0,117,28377,28377,1771,nan,2846,1,"2017-12-28",150,45,0,31380
3958,nan,0,116,42,0,48,0,0,116,nan,10,0,2611,0,0,1881,2611,2611,0,0,5504,5504,730,nan,2847,1,"2017-12-27",150,42,0,31140
2495,nan,0,145,40,0,47,0,0,145,nan,10,31,2013,0,0,1881,3300,3300,0,85,2256,86393,132,nan,2848,1,"2017-12-26",150,40,0,33780
16940,nan,0,147,37,0,55,0,0,147,nan,10,1,2794,0,0,1881,2794,2794,0,86,19322,19322,913,nan,2849,1,"2017-12-25",150,37,0,31020
4819,nan,0,138,46,0,57,0,0,138,nan,10,7,2121,0,0,1881,3307,3307,0,19,4253,73892,240,nan,2850,1,"2017-12-24",150,46,0,32220
3581,nan,0,134,33,0,33,0,0,134,nan,10,17,2029,0,0,1881,3305,3305,0,26,3134,86436,148,nan,2851,1,"2017-12-23",150,33,0,34020
15901,nan,0,154,41,0,53,0,0,154,nan,10,4,3332,0,0,1881,3332,3332,0,69,19956,19956,1451,nan,2852,1,"2017-12-22",150,41,0,29220
4801,nan,0,150,46,0,47,0,0,150,nan,10,11,2572,0,0,1881,3231,3231,0,55,6086,46393,691,nan,2853,1,"2017-12-21",150,46,0,22200
22291,nan,0,158,45,0,51,0,0,158,nan,10,1,3449,0,0,1881,3449,3449,0,110,27410,27410,1568,nan,2854,1,"2017-12-20",150,45,0,26520
3688,nan,0,124,37,0,37,0,0,124,nan,10,0,2098,0,0,1881,2098,2098,0,0,2975,2975,217,nan,2855,1,"2017-12-19",150,37,0,28140
15705,nan,0,155,45,0,46,0,0,155,nan,10,1,3437,0,0,1881,3437,3437,0,68,20114,20114,1556,nan,2856,1,"2017-12-18",150,45,0,21780
2865,nan,0,136,43,0,43,0,0,136,nan,10,10,2060,0,0,1881,3125,3125,0,30,2469,72034,179,nan,2857,1,"2017-12-17",150,43,0,29580
5453,nan,0,147,39,0,50,0,0,147,nan,10,32,2206,0,0,1881,3908,3908,0,102,4933,116956,325,nan,2858,1,"2017-12-16",150,39,0,25980
15703,nan,0,146,35,0,35,0,0,146,nan,10,22,3483,0,0,1881,3483,3483,0,86,19877,19877,1602,nan,2859,1,"2017-12-15",150,35,0,27420
6367,nan,0,116,36,0,48,0,0,116,nan,10,0,2071,0,0,1881,2071,2071,0,0,5099,5099,190,nan,2860,1,"2017-12-14",150,36,0,25020
6691,nan,0,159,41,0,49,0,0,159,nan,10,11,2703,0,0,1881,3482,3482,0,101,7626,53292,822,nan,2861,1,"2017-12-13",150,41,0,29700
16227,nan,0,148,38,0,38,0,0,148,nan,10,3,3390,0,0,1881,3390,3390,0,72,20479,20479,1509,nan,2862,1,"2017-12-12",150,38,0,26820
15828,nan,0,146,44,0,49,0,0,146,nan,10,8,3714,0,0,1881,3714,3714,0,123,20104,20104,1833,nan,2863,1,"2017-12-11",150,44,0,22020
3533,nan,0,130,44,0,52,0,0,130,nan,10,10,2055,0,0,1881,3335,3335,0,35,3257,85868,174,nan,2864,1,"2017-12-10",150,44,0,29760
2852,nan,0,129,46,0,52,0,0,129,nan,10,15,2058,0,0,1881,3367,3367,0,30,2686,85570,177,nan,2865,1,"2017-12-09",150,46,0,29580
14903,nan,0,149,45,0,45,0,0,149,nan,10,1,3401,0,0,1881,3401,3401,0,71,19393,19393,1520,nan,2866,1,"2017-12-08",150,45,0,29040
6684,nan,0,173,43,0,53,0,0,173,nan,10,15,3007,0,0,1881,3746,3746,0,131,7663,50171,1126,nan,2867,1,"2017-12-07",150,43,0,30840
5358,nan,0,127,43,0,54,0,0,127,nan,10,0,2264,0,0,1881,2264,2264,0,0,4305,4305,383,nan,2868,1,"2017-12-06",150,43,0,20760
10874,nan,0,110,45,0,51,0,0,110,nan,10,18,2451,0,0,1881,2451,2451,0,0,8752,8752,570,nan,2869,1,"2017-12-05",150,45,0,29940
3438,nan,0,119,41,0,47,0,0,119,nan,10,0,2050,0,0,1881,2050,2050,0,0,2789,2789,169,nan,2870,1,"2017-12-04",150,41,0,26820
1551,nan,0,104,41,0,48,0,0,104,nan,10,0,1940,0,0,1881,1940,1940,0,0,1242,1242,59,nan,2871,1,"2017-12-03",150,41,0,31560
1629,nan,0,100,44,0,45,0,0,100,nan,10,0,1936,0,0,1881,1936,1936,0,0,1304,1304,55,nan,2872,1,"2017-12-02",150,44,0,32760
3655,nan,0,100,39,0,49,0,0,100,nan,10,0,2039,0,0,1881,2039,2039,0,0,2927,2927,158,nan,2873,1,"2017-12-01",150,39,0,25740
6045,nan,0,107,38,0,38,0,0,107,nan,10,0,2232,0,0,1881,2232,2232,0,0,4856,4856,351,nan,2874,1,"2017-11-30",150,38,0,28440
3877,nan,0,102,34,0,44,0,0,102,nan,10,0,1998,0,0,1881,1998,1998,0,0,3205,3205,117,nan,2875,1,"2017-11-29",150,34,0,11100
7217,nan,0,118,37,0,45,0,0,118,nan,10,0,2242,0,0,1881,2242,2242,0,0,5827,5827,361,nan,2876,1,"2017-11-28",150,37,0,25500
5576,nan,0,171,37,0,50,0,0,171,nan,10,21,3519,0,0,1881,3791,3791,0,138,7079,51134,1111,nan,2877,1,"2017-11-27",150,37,0,20760
19999,nan,0,146,42,0,47,0,0,146,nan,10,3,3094,0,0,1881,3094,3094,0,105,22929,22929,1213,nan,2878,1,"2017-11-26",150,42,0,34440
4009,nan,0,146,41,0,46,0,0,146,nan,10,22,2753,0,0,1881,3613,3613,0,59,3444,86974,237,nan,2879,1,"2017-11-25",150,41,0,30180
17625,nan,0,144,38,0,39,0,0,144,nan,10,12,3495,0,0,1881,3495,3495,0,111,21417,21417,1614,nan,2880,1,"2017-11-24",150,38,0,19500
4250,nan,0,117,39,0,48,0,0,117,nan,10,0,2987,0,0,1881,2987,2987,0,0,7538,7538,1106,nan,2881,1,"2017-11-23",150,39,0,23220
16446,nan,0,146,35,0,52,0,0,146,nan,10,4,3438,0,0,1881,3438,3438,0,73,20474,20474,1557,nan,2882,1,"2017-11-22",150,35,0,25500
4345,nan,0,120,37,0,37,0,0,120,nan,10,0,2082,0,0,1881,2082,2082,0,0,3534,3534,201,nan,2883,1,"2017-11-21",150,37,0,25920
16681,nan,0,156,41,0,48,0,0,156,nan,10,4,3578,0,0,1881,3578,3578,0,73,21006,21006,1697,nan,2884,1,"2017-11-20",150,41,0,26940
2874,nan,0,139,40,0,50,0,0,139,nan,10,27,2500,0,0,1881,3251,3251,0,59,2396,72964,128,nan,2885,1,"2017-11-19",150,40,0,22980
3074,nan,0,158,43,0,50,0,0,158,nan,10,24,3139,0,0,1881,3964,3964,0,116,2805,115027,114,nan,2886,1,"2017-11-18",150,43,0,24420
22535,nan,0,150,43,0,43,0,0,150,nan,10,23,3704,0,0,1881,3704,3704,0,104,27829,27829,1823,nan,2887,1,"2017-11-17",150,43,0,26160
2887,nan,0,110,41,0,47,0,0,110,nan,10,0,1979,0,0,1881,1979,1979,0,0,2441,2441,98,nan,2888,1,"2017-11-16",150,41,0,19800
6858,nan,0,159,38,0,49,0,0,159,nan,10,45,3300,0,0,1881,3635,3635,0,106,7707,49300,952,nan,2889,1,"2017-11-15",150,38,0,21600
3972,nan,0,112,41,0,50,0,0,112,nan,10,0,2107,0,0,1881,2107,2107,0,0,3219,3219,226,nan,2890,1,"2017-11-14",150,41,0,23400
16653,nan,0,159,42,0,51,0,0,159,nan,10,3,3607,0,0,1879,3607,3607,0,71,20540,20540,1728,nan,2891,1,"2017-11-13",150,42,0,27600
5009,nan,0,143,45,0,55,0,0,143,nan,10,14,2614,0,0,1881,3356,3356,0,41,4366,72628,223,nan,2892,1,"2017-11-12",150,45,0,29400
1330,nan,0,99,43,0,49,0,0,99,nan,10,0,1921,0,0,1881,4384,4384,0,0,1076,142307,40,nan,2893,1,"2017-11-11",150,43,0,25860
6355,nan,0,131,36,0,36,0,0,131,nan,10,5,2838,0,0,1881,2838,2838,0,13,7632,7632,957,nan,2894,1,"2017-11-10",150,36,0,28200
21631,nan,0,153,36,0,51,0,0,153,nan,10,1,3686,0,0,1881,3686,3686,0,102,27575,27575,1805,nan,2895,1,"2017-11-09",150,36,0,22200
4817,nan,0,110,37,0,50,0,0,110,nan,10,0,2057,0,0,1881,2057,2057,0,0,3865,3865,176,nan,2896,1,"2017-11-08",150,37,0,27900
5388,nan,0,171,43,0,43,0,0,171,nan,10,49,2996,0,0,1881,3317,3317,0,143,4330,62995,181,nan,2897,1,"2017-11-07",150,43,0,25080
6597,nan,0,194,43,0,49,0,0,194,nan,10,1,4035,0,0,1881,2926,2926,0,173,6658,35404,147,nan,2898,1,"2017-11-06",150,43,0,21900
20023,nan,0,150,40,0,49,0,0,150,nan,10,3,3133,0,0,1881,3133,3133,0,107,22970,22970,1252,nan,2899,1,"2017-11-05",150,40,0,29520
4820,nan,0,145,36,0,36,0,0,145,nan,10,14,3037,0,0,1881,2814,2814,0,124,4780,43740,127,nan,2900,1,"2017-11-04",150,36,0,23340
23981,nan,43,178,44,28,46,89,0,176,nan,10,24,3007,67,36,1882,3007,3007,0,60,22559,22559,1125,nan,2170,1,"2022-11-16",150,43,64,26220
5103,nan,0,163,36,0,46,0,0,163,nan,10,1,3074,0,0,1881,3679,3679,0,74,6434,51384,944,nan,2902,1,"2017-11-02",150,36,0,24600
20135,nan,19,133,44,29,45,99,0,131,nan,10,5,2449,67,13,1884,3019,3019,0,13,16137,48323,565,nan,1488,1,"2022-11-15",150,43,71,24900
25386,nan,0,152,37,0,44,0,0,152,nan,10,2,3414,0,0,1881,3414,3414,0,130,29415,29415,1533,nan,2901,1,"2017-11-03",150,37,0,28200
3729,nan,0,121,37,0,46,0,0,121,nan,10,0,2022,0,0,1881,2022,2022,0,0,3013,3013,141,nan,2907,1,"2017-11-01",150,37,0,27240
17951,nan,0,146,39,0,39,0,0,146,nan,10,2,3367,0,0,1881,3367,3367,0,77,22707,22707,1486,nan,2908,1,"2017-10-31",150,39,0,27000
8672,nan,0,138,41,0,49,0,0,138,nan,10,21,2985,0,0,1881,3315,3315,0,53,9206,50181,695,nan,2909,1,"2017-10-30",150,41,0,29880
6393,nan,0,149,43,0,50,0,0,149,nan,10,6,3241,0,0,1881,2927,2927,0,135,6457,38937,132,nan,2910,1,"2017-10-29",150,43,0,24840
3705,nan,0,173,43,0,49,0,0,173,nan,10,33,3265,0,0,1881,4336,4336,0,125,3481,128540,243,nan,2911,1,"2017-10-28",150,43,0,32880
4679,nan,0,114,41,0,51,0,0,114,nan,10,0,2722,0,0,1881,2722,2722,0,0,6321,6321,841,nan,2912,1,"2017-10-27",150,41,0,27900
15506,nan,0,155,38,0,38,0,0,155,nan,10,12,3689,0,0,1881,3689,3689,0,85,20352,20352,1808,nan,2913,1,"2017-10-26",150,38,0,nan
7987,nan,0,116,38,0,50,0,0,116,nan,10,19,2284,0,0,1865,2284,2284,0,0,6437,6437,419,nan,2914,1,"2017-10-25",150,38,0,25140
5749,nan,0,179,31,0,51,0,0,179,nan,10,11,3190,0,0,1881,3190,3190,0,56,6939,6939,1309,nan,2915,1,"2017-10-24",150,31,0,28020
15594,nan,0,151,41,0,54,0,0,151,nan,10,1,3496,0,0,1881,3496,3496,0,69,20336,20336,1615,nan,2916,1,"2017-10-23",150,41,0,26220
2535,nan,0,166,42,0,57,0,0,166,nan,10,20,2777,0,0,1881,3543,3543,0,85,2275,72217,368,nan,2917,1,"2017-10-22",150,42,0,27600
2707,nan,0,130,45,0,51,0,0,130,nan,10,10,2489,0,0,1881,3459,3459,0,16,2405,73040,240,nan,2918,1,"2017-10-21",150,45,0,35760
4830,nan,0,119,42,0,52,0,0,119,nan,10,0,2124,0,0,1881,2124,2124,0,0,3894,3894,243,nan,2919,1,"2017-10-20",150,42,0,28560
4760,nan,0,114,41,0,51,0,0,114,nan,10,0,2107,0,0,1881,2107,2107,0,0,3819,3819,226,nan,2920,1,"2017-10-19",150,41,0,26100
3584,nan,0,115,41,0,50,0,0,115,nan,10,0,2057,0,0,1881,2057,2057,0,0,2880,2880,176,nan,2921,1,"2017-10-18",150,41,0,28500
5018,nan,0,97,42,0,51,0,0,97,nan,10,0,2172,0,0,1881,2172,2172,0,0,4027,4027,291,nan,2922,1,"2017-10-17",150,42,0,27120
2877,nan,0,123,45,0,54,0,0,123,nan,10,0,2225,0,0,1881,2225,2225,0,0,2324,2324,344,nan,2923,1,"2017-10-16",150,45,0,31500
1551,nan,0,92,48,0,58,0,0,92,nan,10,0,1945,0,0,1881,1945,1945,0,0,1242,1242,64,nan,2924,1,"2017-10-15",150,48,0,31800
1546,nan,0,132,45,0,51,0,0,132,nan,10,11,2077,0,0,1881,2077,2077,0,1,1252,1252,196,nan,2925,1,"2017-10-14",150,45,0,33720
3286,nan,0,131,44,0,52,0,0,131,nan,10,0,2133,0,0,1881,2133,2133,0,0,2631,2631,252,nan,2926,1,"2017-10-13",150,44,0,14400
6340,nan,0,121,50,0,56,0,0,121,nan,10,4,2380,0,0,1881,2380,2380,0,14,5110,5110,499,nan,2927,1,"2017-10-12",150,50,0,25440
5594,nan,0,133,38,0,52,0,0,133,nan,10,0,2161,0,0,1881,2161,2161,0,0,4487,4487,280,nan,2928,1,"2017-10-11",150,38,0,23460
6578,nan,0,123,42,0,51,0,0,123,nan,10,0,3385,0,0,1881,3385,3385,0,0,10129,10129,1504,nan,2929,1,"2017-10-10",150,42,0,25440
5371,nan,0,127,39,0,54,0,0,127,nan,10,0,2113,0,0,1881,2113,2113,0,0,4327,4327,232,nan,2930,1,"2017-10-09",150,39,0,29040
4817,nan,0,146,41,0,53,0,0,146,nan,10,27,3323,0,0,1881,5581,5581,0,107,4660,185964,256,nan,2931,1,"2017-10-08",150,41,0,20520
3580,nan,0,135,41,0,46,0,0,135,nan,10,38,2656,0,0,1881,2656,2656,0,80,3007,3007,775,nan,2932,1,"2017-10-07",150,41,0,30480
5135,nan,0,131,40,0,55,0,0,131,nan,10,0,2697,0,0,1881,2697,2697,0,0,6539,6539,816,nan,2933,1,"2017-10-06",150,40,0,21120
4932,nan,0,168,36,0,51,0,0,168,nan,10,22,3191,0,0,1881,3191,3191,0,134,3980,3980,1310,nan,2934,1,"2017-10-05",150,36,0,28560
21786,nan,0,147,40,0,48,0,0,147,nan,10,9,3758,0,0,1881,3758,3758,0,103,27912,27912,1877,nan,2935,1,"2017-10-04",150,40,0,26580
6507,nan,0,103,37,0,47,0,0,103,nan,10,0,2140,0,0,1881,2140,2140,0,0,5211,5211,259,nan,2936,1,"2017-10-03",150,37,0,26100
4492,nan,0,121,41,0,45,0,0,121,nan,10,0,3083,0,0,1881,3083,3083,0,0,7947,7947,1202,nan,2937,1,"2017-10-02",150,41,0,28800
19376,nan,0,155,42,0,42,0,0,155,nan,10,2,3333,0,0,1881,3333,3333,0,105,23743,23743,1452,nan,2938,1,"2017-10-01",150,42,0,10020
5737,nan,0,181,40,0,48,0,0,181,nan,10,8,3650,0,0,1881,2911,2911,0,141,5713,37072,175,nan,2939,1,"2017-09-30",150,40,0,29940
3423,nan,0,142,44,0,50,0,0,142,nan,10,17,2552,0,0,1881,3353,3353,0,48,2917,71995,179,nan,2940,1,"2017-09-29",150,44,0,32400
22794,nan,0,148,39,0,47,0,0,148,nan,10,1,3708,0,0,1881,3708,3708,0,96,28826,28826,1827,nan,2941,1,"2017-09-28",150,39,0,25500
3586,nan,0,132,37,0,46,0,0,132,nan,10,14,2535,0,0,1881,3413,3413,0,58,3020,72136,162,nan,2942,1,"2017-09-27",150,37,0,32940
3723,nan,0,116,36,0,49,0,0,116,nan,10,0,2039,0,0,1881,2039,2039,0,0,3001,3001,158,nan,2943,1,"2017-09-26",150,36,0,23400
6541,nan,0,162,44,0,53,0,0,162,nan,10,11,3736,0,0,1881,3736,3736,0,124,7808,7808,1855,nan,2944,1,"2017-09-25",150,44,0,19200
17618,nan,0,156,42,0,44,0,0,156,nan,10,2,2999,0,0,1881,2999,2999,0,85,20552,20552,1118,nan,2945,1,"2017-09-24",150,42,0,32340
3753,nan,0,164,43,0,54,0,0,164,nan,10,19,3314,0,0,1881,3314,3314,0,176,3035,3035,1433,nan,2946,1,"2017-09-23",150,43,0,37380
21241,nan,0,156,38,0,51,0,0,156,nan,10,15,3359,0,0,1881,3359,3359,0,113,24899,24899,1478,nan,2947,1,"2017-09-22",150,38,0,26760
4792,nan,0,157,44,0,50,0,0,157,nan,10,24,3682,0,0,1881,3682,3682,0,123,6568,6568,1801,nan,2948,1,"2017-09-21",150,44,0,25260
14116,nan,0,150,37,0,49,0,0,150,nan,10,2,3227,0,0,1881,3227,3227,0,60,18286,18286,1346,nan,2949,1,"2017-09-20",150,37,0,27420
5855,nan,0,122,36,0,49,0,0,122,nan,10,0,2111,0,0,1881,2111,2111,0,0,4734,4734,230,nan,2950,1,"2017-09-19",150,36,0,25980
4610,nan,0,151,40,0,47,0,0,151,nan,10,5,3190,0,0,1881,3190,3190,0,71,6137,6137,1309,nan,2951,1,"2017-09-18",150,40,0,26100
18506,nan,0,159,42,0,50,0,0,159,nan,10,3,3151,0,0,1881,3151,3151,0,91,22378,22378,1270,nan,2952,1,"2017-09-17",150,42,0,32280
2943,nan,0,131,49,0,53,0,0,131,nan,10,11,2542,0,0,1881,4220,4220,0,13,2533,124803,155,nan,2953,1,"2017-09-16",150,49,0,25800
15156,nan,0,153,36,0,52,0,0,153,nan,10,2,3396,0,0,1881,3396,3396,0,58,19485,19485,1515,nan,2954,1,"2017-09-15",150,36,0,26040
6030,nan,0,156,39,0,52,0,0,156,nan,10,8,3384,0,0,1881,3384,3384,0,80,7347,7347,1503,nan,2955,1,"2017-09-14",150,39,0,26100
16929,nan,0,147,38,0,49,0,0,147,nan,10,2,3451,0,0,1881,3451,3451,0,74,22104,22104,1570,nan,2956,1,"2017-09-13",150,38,0,28200
4580,nan,0,106,39,0,44,0,0,106,nan,10,0,2070,0,0,1881,2070,2070,0,0,3711,3711,189,nan,2957,1,"2017-09-12",150,39,0,26580
5952,nan,0,165,40,0,49,0,0,165,nan,10,16,2998,0,0,1589,2998,2998,0,103,7047,7047,1409,nan,2958,1,"2017-09-11",150,40,0,21300
3756,nan,0,139,48,0,54,0,0,139,nan,10,9,2768,0,0,1881,3834,3834,0,50,3297,94092,177,nan,2959,1,"2017-09-10",150,48,0,34800
21629,nan,0,159,43,0,46,0,0,159,nan,10,1,3300,0,0,1881,3300,3300,0,115,23079,23079,1419,nan,2960,1,"2017-09-09",150,43,0,27000
7827,nan,0,138,41,0,53,0,0,138,nan,10,27,3191,0,0,1881,3191,3191,0,52,8593,8593,1310,nan,2961,1,"2017-09-08",150,41,0,27480
5085,nan,0,147,45,0,53,0,0,147,nan,10,16,2757,0,0,1881,2757,2757,0,15,6330,6330,876,nan,2962,1,"2017-09-07",150,45,0,26700
16238,nan,0,158,39,0,48,0,0,158,nan,10,18,3689,0,0,1881,3689,3689,0,71,20491,20491,1808,nan,2963,1,"2017-09-06",150,39,0,31440
4750,nan,0,118,43,0,53,0,0,118,nan,10,0,2127,0,0,1881,2127,2127,0,0,3903,3903,246,nan,2964,1,"2017-09-05",150,43,0,22080
15529,nan,0,150,42,0,55,0,0,150,nan,10,3,3405,0,0,1881,3405,3405,0,62,19817,19817,1524,nan,2965,1,"2017-09-04",150,42,0,23700
4096,nan,0,159,44,0,51,0,0,159,nan,10,15,3290,0,0,1837,3290,3290,0,153,3339,3339,1453,nan,2966,1,"2017-09-03",150,44,0,33240
6077,nan,0,139,40,0,50,0,0,139,nan,10,17,3437,0,0,1881,3186,3186,0,170,6247,54537,148,nan,2967,1,"2017-09-02",150,40,0,23640
5696,nan,0,178,46,0,50,0,0,178,nan,10,12,3565,0,0,1881,3565,3565,0,128,6758,6758,1684,nan,2968,1,"2017-09-01",150,46,0,27600
14202,nan,0,154,43,0,50,0,0,154,nan,10,18,3684,0,0,1881,3684,3684,0,63,19414,19414,1803,nan,2969,1,"2017-08-31",150,43,0,27420
3383,nan,0,116,38,0,48,0,0,116,nan,10,0,2013,0,0,1881,2013,2013,0,0,2724,2724,132,nan,2970,1,"2017-08-30",150,38,0,27900
2547,nan,0,120,42,0,49,0,0,120,nan,10,0,2093,0,0,1881,2093,2093,0,0,2056,2056,212,nan,2971,1,"2017-08-29",150,42,0,27600
